path,reading,additional_info,components,,,
images/394_なげだし.webp,なげだし,嘘字,足,,,
images/395_ちゅうにん.webp,ちゅうにん,嘘字,人,,,
images/396_しんぼう.webp,しんぼう,嘘字,石　三　年,,,
images/397_てきく.webp,てき'く',嘘字,手,,,
images/398_よくばる.webp,よくば'る',嘘字,金,,,
images/399_つきあたる.webp,つきあ'たる',嘘字,人,,,
images/400_さんぼうこうじん.webp,さんぼうこうじん,嘘字,人　馬,,,
images/401_ぜに.webp,ぜに,2文字指定,獣　点,,,
images/402_ふつつか.webp,ふつつか,4文字指定,元　首,,,
images/403_みずぐるま.webp,みずぐるま,,手　生　刀,,,
images/404_あらし.webp,あらし,,阿　下,,,
images/405_くらぼね.webp,くらぼね,,革　安　瓦,,,
images/406_ひしお.webp,ひしお,飲食,来　曹,,,
"images/407_おくば,おくは.webp",おくば、おくは,,齒　歯　慮　呉,,,
images/408_しらかす.webp,しらかす,飲食,西　土　石,,,
images/409_むらさめ.webp,むらさめ,4文字指定,雨　日　共　水,,,
images/410_ひじかさあめ.webp,ひじかさあめ,6文字指定,雨　日　共　水,,,
images/411_あまつび.webp,あまつび,,雨　予,,,
images/412_ふぶき.webp,ふぶき,,雨　江,,,
images/413_かえりみ.webp,かえりみ,,貝　分,,,
images/414_うつぼ.webp,うつぼ,3文字指定,竹　中,,,
images/415_すみざし.webp,すみざし,4文字指定,竹　心,,,
images/416_すみつぼ.webp,すみつぼ,4文字指定,黒　斗,,,
"images/417_あおだ,あんだ,はんだ.webp",あおだ、あんだ、はんだ,3文字指定,竹　手　沸,,,
images/418_きせる.webp,きせる,,竹　木　金,,,
images/419_せなかのほね.webp,せなかのほね,6文字指定,月　宣,,,
images/420_あしのごい.webp,あしのごい,5文字指定,月　追,,,
images/421_ぬかば.webp,ぬかば,,手　歯　齒,,,
images/422_つばさ.webp,つばさ,,氵　羽,,,
images/423_やきば.webp,やきば,3文字指定,ヌ　り　リ　りっとう,,,
images/424_あからさま.webp,あからさま,,彳　登　行,,,
images/425_うでまくり.webp,うでまくり,5文字指定,上　しんにょう,,,
images/426_たまだすき.webp,たまだすき,5文字指定,上　しんにょう,,,
images/427_さもあらばあれ.webp,さもあらばあれ,7文字指定,四　しんにょう,,,
images/428_おもわく.webp,おもわく,,存　しんにょう,,,
images/429_さいつとし.webp,さいつとし,,食　しんにょう,,,
images/430_ふなやかた.webp,ふなやかた,,竹　全　しんにょう,,,
images/431_さきおととし.webp,さきおととし,6文字指定,僧　しんにょう,,,
images/432_とぼそ.webp,とぼそ,,匂,,,
images/433_かすがい.webp,かすがい,4文字指定,古,,,
images/434_とじきみ.webp,とじきみ,,口　良,,,
images/435_たかばかり.webp,たかばかり,5文字指定,甚　碁　斤,,,
images/436_しゃぐま.webp,しゃぐま,4文字指定,日　毛,,,
images/437_もちづき.webp,もちづき,4文字指定,日　明,,,
images/438_たぶさ.webp,たぶさ,,山　月,,,
images/439_はらから.webp,はらから,,月　比,,,
images/440_わげ.webp,わげ,,毛　曲,,,
images/441_ふゆげ.webp,ふゆげ,,弟　毛,,,
images/442_すりこ.webp,すりこ,飲食　3文字指定,氵　遅,,,
images/443_やまい.webp,やまい,3文字指定,甘,,,
images/444_ほとけ.webp,ほとけ,3文字指定,人　域　哲,,,
images/445_なんじ.webp,なんじ,3文字指定,了,,,
images/446_ひつぎ.webp,ひつぎ,3文字指定,草　隹　臼,,,
"images/447_ひじ,こう.webp",ひじ、こう,2文字指定,ム,,,
images/448_とらかす.webp,とら'かす',,口　穴　目,,,
images/449_たいらか.webp,たい'らか',,即　貝,,,
images/450_ことほぐ.webp,ことほ'ぐ',,エ　工　白,,,
images/451_かきみる.webp,かきみ'る',,耳　戒,,,
images/452_はなひる.webp,はなひ'る',3文字指定,人　生　言,,,
images/453_もだえる.webp,もだ'える',,口　長,,,
images/454_さがし.webp,さが'し',,山　力,,,
images/455_なだらか.webp,なだ'らか',,小　亍,,,
images/456_くつろぐ.webp,くつろ'ぐ',,手　間,,,
images/457_やらう.webp,や'らう',,手　貝,,,
images/458_こぼす.webp,こぼ'す',,手　草　亡,,,
images/459_おしまろばす.webp,おしまろ'ばす',,丨　しんにょう　1,,,
images/460_ころぶ.webp,ころ'ぶ',,ニ　二　しんにょう,,,
images/461_こしからむ.webp,こしから'む',,下　しんにょう,,,
images/462_のぞく.webp,のぞ'く',,盆　燭　日　虫　句,,,
images/463_けだかい.webp,けだか'い',,止　及,,,
images/464_むさぼる.webp,むさぼ'る',,毎　叩,,,
images/465_うちわたす.webp,うちわた'す',4文字指定,氵　共　牛,,,
images/466_ふくつけし.webp,ふくつけ'し',,氵　ム　ロ　治　欠,,,
images/467_ふくつけし.webp,ふくつけ'し',,獣　一　田　欠,,,
images/468_おしはさむ.webp,おしはさ'む',,獣　日　月　犬,,,
images/469_いさぎよい.webp,いさぎよ'い',,王　貞,,,
images/470_はりひらく.webp,はりひら'く',,田　匂,,,
images/471_つとめる.webp,つと'める',,糸　凶　獣,,,
images/472_おぼつかなし.webp,おぼつかな'し',,穴　ウ　居,,,
images/473_つたきる.webp,つたき'る',,目　寸,,,
images/474_あざれたり.webp,あざ'れたり',,肉　羽　習,,,
images/475_こえる.webp,こ'える',,舟　大　ム,,,
images/476_かみそる.webp,かみそ'る',,長　彡　元　友,,,
images/477_たつ.webp,た'つ',,口　八,,,
images/478_むさぼる.webp,むさぼ'る',,自　分　丨　1 日,,,
images/479_ふける.webp,ふ'ける',,二　口　火,,,
images/480_さらす.webp,さら'す',,口　西　寸,,,
images/481_よく.webp,よ'く',,占　ノ,,,
images/482_もうす.webp,もう'す',,ヌ　ロ　口,,,
images/483_とどこおる.webp,とどこお'る',4文字指定,北　穴　ウ　ム　儿　ひとあし,,,
images/484_わざわい.webp,わざわ'い',,ウ　タ　夕　火,,,
images/485_はやい.webp,はや'い',,甘,,,
images/486_およぶ.webp,およ'ぶ',,弓,,,
images/487_おす.webp,お'す',,客,,,
images/488_おく.webp,お'く',,勿,,,
images/489_うるわしい.webp,うるわ'しい',,7 目,,,
images/490_かつぐ.webp,かつ'ぐ',,禾　田,,,
images/491_うらむ.webp,うら'む',,革　巾,,,
images/492_すわる.webp,すわ'る',,り　土,,,
images/493_あたえる.webp,あた'える',,は,,,
images/494_つかれる.webp,つか'れる',,比,,,
images/495_ねむい.webp,ねむ'い',,米,,,
images/496_ひれふす.webp,ひれふす,4文字指定,虫　糸　臣　人,,,
images/497_ひそめき.webp,ひそめき,4文字指定,口　頁　目　背,,,
images/498_おもはかる.webp,おもはかる,5文字指定,景　赤　しんにょう,,,
images/499_さけのもと.webp,さけのもと,飲食,醸　酒　西　胎,,,
images/500_ぶりぶり.webp,ぶりぶり,,早　武　乙,,,
images/501_りねぞるむ・おるきでえ.webp,りねぞるむ・おるきでえ,黒死館殺人事件／小栗虫太郎 著　文学の漢字　11文字指定,竜　舌　蘭,,,
images/502_あだしごとはさておき.webp,あだしごとはさておき,青蛙堂鬼談／岡本綺堂 著　文学の漢字　10文字指定,閑　話　休　題,,,
images/503_わっせるしゅてるつぇ.webp,わっせるしゅてるつぇ,スウィス日記／辻村伊助 著　文学の漢字　10文字指定,鳥,,,
images/504_しゃろわーるい.webp,しゃろわーるい,ディカーニカ近郷夜話／ニコライ・ゴーゴリ 著　文学の漢字　7文字指定,袴,,,
images/505_あわてふためい_て_.webp,あわてふためい'て',海島冒険奇譚／押川春浪 著　文学の漢字　7文字指定,周　章　狼,,,
images/506_びしずんがる.webp,びしずんがる,若き日の成吉思汗／牧逸馬 著　文学の漢字　6文字指定,法　螺　貝,,,
images/507_うるとらめえる.webp,うるとらめえる,プルウストの文体について／堀辰雄 著　文学の漢字　7文字指定,群　青　色,,,
images/508_あいんふゅーるんぐ.webp,あいんふゅーるんぐ,「見ること」の意味／中井正一 著　文学の漢字　9文字指定,感　情　移　入　説,,,
images/509_なりんくまーる.webp,なりんくまーる,ナリン殿下への回想／橘外男 著　文学の漢字　7文字指定,万　歳,,,
images/510_でぃ・えるみゅどぅんぐ.webp,でぃ・えるみゅどぅんぐ,黒死館殺人事件／小栗虫太郎 著　文学の漢字　11文字指定,疲　労,,,
images/511_ぎよちーぬ.webp,ぎよちーぬ,犂氏の友情／久生十蘭 著　文学の漢字　5文字指定,断　頭　台,,,
"images/512_らぎゅいよちーん,らぎゅいよけーん.webp",らぎゅいよちーん、らぎゅいよけーん,秘密の庭／ギルバート・キース・チェスタートン 著　文学の漢字　8文字指定,断　頭　台,,,
images/513_こしのおほぼね.webp,こしのおほぼね,ランボオ詩集／ジャン・ニコラ・アルチュール・ランボー 著　文学の漢字　7文字指定,大　腿　骨,,,
images/514_ぞるれん.webp,ぞるれん,詩に関する話／中原中也 著　文学の漢字　4文字指定,夢,,,
images/515_ぴさーちぇりにっつぁ.webp,ぴさーちぇりにっつぁ,三月八日は女の日だ／宮本百合子 著　文学の漢字　10文字指定,作　家,,,
images/516_しゅぱぬんぐ.webp,しゅぱぬんぐ,スポーツの美的要素／中井正一 著　文学の漢字　6文字指定,緊　張,,,
images/517_とらもんたあね.webp,とらもんたあね,海郷風物記／木下杢太郎 著　文学の漢字　7文字指定,北　風,,,
images/518_ろーずんぐ.webp,ろーずんぐ,モスクワ印象記／宮本百合子 著　文学の漢字　5文字指定,標　語,,,
images/519_でっさんぶる.webp,でっさんぶる,ノンシャラン道中記／久生十蘭 著　文学の漢字　6文字指定,師　走,,,
images/520_ぱんくちゅありちー.webp,ぱんくちゅありちー,求婚三銃士／佐々木邦 著　文学の漢字　9文字指定,時　間　厳　守,,,
images/521_ちたん.webp,ちたん,元素　3文字指定,金　太,,,
images/522_あるみにうむ.webp,あるみにうむ,元素　6文字指定,金　呂,,,
images/523_まぐねしうむ.webp,まぐねしうむ,元素　6文字指定,金　美,,,
images/524_おすみうむ.webp,おすみうむ,元素　5文字指定,金　我,,,
images/525_いりじうむ.webp,いりじうむ,元素　5文字指定,金　衣,,,
images/526_いっとりうむ.webp,いっとりうむ,元素　6文字指定,金　乙,,,
images/527_べりりうむ.webp,べりりうむ,元素　5文字指定,金　皮,,,
images/528_らざほーじうむ.webp,らざほーじうむ,元素　7文字指定,金　盧,,,
images/529_ど.webp,ど,1文字指定　音読み指定,出,,,
"images/530_か,け,げ.webp",か、け、げ,1文字指定　音読み指定,華,,,
images/531_だいれくたー.webp,だいれくたー,海島冒険奇譚／押川春浪 著　文学の漢字　6文字指定,方　位　盤,,,
images/532_あぷらいと_ピアノ_.webp,あぷらいと'ピアノ',音波の殺人／野村胡堂 著　文学の漢字　5文字指定,堅　型,,,
images/533_さーじぇん.webp,さーじぇん,地底獣国／久生十蘭 著　文学の漢字　5文字指定,間,,,
images/534_かたこんぶ.webp,かたこんぶ,ジャン・クリストフ／ロマン・ロラン 著　文学の漢字　5文字指定,窟,,,
images/535_あんじぇりゆす.webp,あんじぇりゆす,ジャン・クリストフ／ロマン・ロラン 著　文学の漢字　7文字指定,御　告,,,
images/536_しょう.webp,しょう,則天文字　3文字指定　音読み指定,明　空,,,
"images/537_じん,にん.webp",じん、にん,則天文字　2文字指定　音読み指定,一　生,,,
"images/538_よう,ゆう.webp",よう、ゆう,則天文字　2文字指定　音読み指定,史,,,
images/539_てん.webp,てん,則天文字　2文字指定　音読み指定,一　穴,,,
images/540_かん.webp,かん,2文字指定　音読み指定,凧,,,
images/541_たりうむ.webp,たりうむ,元素　4文字指定,金　ウ　ヒ,,,
images/542_たりうむ.webp,たりうむ,元素　4文字指定,金　ム　ロ　口,,,
images/543_たりうむ.webp,たりうむ,元素　4文字指定,金　日　羽,,,
images/544_ぴんぽん_がいこう_.webp,ぴんぽん'がいこう',,兵,,,
images/545_よろめ_く_.webp,よろめ'く',,兵,,,
images/546_しゅう.webp,しゅう,,口,,,
images/547_たいへい.webp,たいへい,人名,各　古,,,
"images/548_かつらつ,がろう.webp",かつらつ、がろう,,吉,,,
images/549_けんげん.webp,けんげん,,言,,,
images/550_えへん.webp,えへん,3文字指定,門,,,
images/551_りょうちょう.webp,りょうちょう,,了,,,
images/552_しゃてつ.webp,しゃてつ,,車　金,,,
images/553_おつきゃく.webp,おつきゃく,,口　温,,,
images/554_ほうかい.webp,ほうかい,,石　皿,,,
"images/555_だ,な.webp",だ、な,1文字指定　音読み指定,ヨ　不,,,
images/556_のう.webp,のう,2文字指定　音読み指定,月　心,,,
images/557_ま.webp,ま,1文字指定　音読み指定,小,,,
images/558_さい.webp,さい,,未　成　人,,,
images/559_かいかい.webp,かいかい,4文字指定,人　丨　1,,,
images/560_う_まれる_.webp,う'まれる',,育,,,
images/561_ひょう.webp,ひょう,3文字指定,口　火,,,
images/562_かくたん.webp,かくたん,地名・建造物,土　立,,,
images/563_はくえき.webp,はくえき,人名,人　白　人,,,
images/564_どうじん.webp,どうじん,,獣　人,,,
images/565_へんせん.webp,へんせん,,人　邊,,,
images/566_ていおう.webp,ていおう,,穴　登　弘,,,
"images/567_ずいひん,すいひん.webp",ずいひん、すいひん,,人　生　賓,,,
images/568_ようじょう.webp,ようじょう,,人　要　馬,,,
images/569_とうそう.webp,とうそう,,人　日　羽,,,
images/570_そうとう.webp,そうとう,4文字指定,人　刀　止　言,,,
images/571_あんこう.webp,あんこう,4文字指定,華　月　巣,,,
images/572_ものあらがい.webp,ものあらがい,6文字指定,ヌ　木　月　虫,,,
images/573_まなづる.webp,まなづる,4文字指定　特殊な読み,鳥　爪　糸　大,,,
images/574_さんねんあぶ.webp,さんねんあぶ,6文字指定,木　人　虫,,,
images/575_にんどういばら.webp,にんどういばら,7文字指定,火　呂　賓　土,,,
images/576_ひょうしぎ.webp,ひょうしぎ,嘘字,林,,,
images/577_かたぐるま.webp,かたぐるま,嘘字,人,,,
images/578_さんすくみ.webp,さんすくみ,嘘字,へ　墓　虫　蛇,,,
"images/579_ぎょう,ごう.webp",ぎょう、ごう,,魚,,,
images/580_せい.webp,せい,,月　刑　魚,,,
images/581_つばす.webp,つばす,,魚　翼,,,
"images/582_いしぶし,いしぶち.webp",いしぶし、いしぶち,動物　4文字指定,魚　追,,,
"images/583_なまず,なまつ.webp",なまず、なまつ,動物　3文字指定,魚　都,,,
images/584_しろねずみ.webp,しろねずみ,動物　5文字指定,鼠　番,,,
images/585__はなのくも_やよいのはなごろも.webp,'はなのくも'やよいのはなごろも,演目・外題　9文字指定,雨　濡　花　衣,,,
images/586_かたかしきのいい.webp,かたかしきのいい,飲食　8文字指定,修　食　噴　墳,,,
images/587_すし.webp,すし,飲食,魚,,,
images/588_みぞれ.webp,みぞれ,,雨　雪,,,
images/589_ひるくちかい.webp,ひるくちかい,6文字指定,見,,,
"images/590_ぐりはま,ぐれはま.webp",ぐりはま、ぐれはま,嘘字,虫　合,,,
images/591__つまからげ_はだしのふりそで.webp,'つまからげ'はだしのふりそで,演目・外題　8文字指定,振　袖　足　立　見,,,
images/592__さんかつ_にせのつやむすび.webp,'さんかつ'にせのつやむすび,演目・外題　8文字指定,二　世,,,
images/593_くえてぃおう.webp,くえてぃおう,チュノム　6文字指定,米　果　条,,,
images/594_こむびんざん.webp,こむびんざん,チュノム　6文字指定,米　甘　平　民,,,
"images/595_ばいんざーろん,ばいんやーろん.webp",ばいんざーろん、ばいんやーろん,チュノム　7文字指定,餅　月　タ　夕　獣　文　口,,,
images/596_にら_む_.webp,にら'む',,目　爪　マ　ム　ヌ,,,
images/597_あなうら.webp,あなうら,4文字指定,足　都,,,
images/598_ばっかつ.webp,ばっかつ,4文字指定,門　ノ,,,
images/599_せりふ.webp,せりふ,,言　糸　弓　風,,,
images/600_ほくべい.webp,ほくべい,,西　僕　,,,
